id_str,name,screen_name,description
19668491,Governor Kay Ivey,GovernorKayIvey,54th Governor of Alabama
1060655470178787328,Governor Mike Dunleavy,GovDunleavy,Alaska's 12th Governor
1081991142,Mike Dunleavy,MikeDunleavyGov,"Republican candidate for Governor of the State of Alaska. RT ≠ endorsement.  Paid for by Alaskans for Dunleavy & Meyer, P.O. Box 190251, Anchorage, AK 99519"
20217019,Doug Ducey,dougducey,Governor of Arizona
269992801,Gov. Asa Hutchinson,AsaHutchinson,"Husband of 46 yrs, Dad of 4, Papaw of 6. Lifelong Arkansan. Governor of Arkansas. Former Congressman, Admin. of DEA, Under Sec. of Homeland Security."
11347122,Gavin Newsom,GavinNewsom,Husband and father. 40th Governor of California. Former Lt. Governor of California. Former San Francisco Mayor. Personal account.
728344273620344832,Governor Jared Polis,GovofCO,"Governor of Colorado. Fighting for affordable health care, better education, an economy that works for everyone, and protecting our Colorado way of life."
15361570,Jared Polis,jaredpolis,"father, entrepreneur,education policy, baseball, tech, politics, gaymer - Former member of Congress, current Governor of CO"
463132556,Former Rep. Jared Polis,RepJaredPolis,"Former Rep. Jared Polis proudly represented Colorado's 2nd Congressional District from Jan. 2009 - Jan. 3, 2019. Dad. Entrepreneur. Educator. Rockies fan."
600422073,Jared Polis,PolisForCO,"Independent leader, turning bold ideas into real results. #COGov for energy independence, education, affordable health care, and an inclusive economy"
1076293903723233280,Governor Ned Lamont,GovNedLamont,89th Governor of Connecticut
24972208,Ned Lamont,NedLamont,"Campaign account for Ned Lamont, 89th Governor of Connecticut. Fighting to bring opportunity and prosperity to every one of our communities."
237770636,Governor John Carney,JohnCarneyDE,Official Twitter page for Governor John Carney.
1058807868,Ron DeSantis,GovRonDeSantis,"46th Governor of the great state of Florida.

Sign up for my daily newsletter by clicking the link below."
487297085,Ron DeSantis,RonDeSantisFL,"Florida's 46th Governor. Iraq Veteran. Native Floridian. Fighting for Good Jobs, Better Schools, Clean Water, and Safe Communities."
1064659902071808000,Governor Brian P. Kemp,GovKemp,83rd Governor of Georgia
47437206,Brian Kemp,BrianKempGA,Georgia's 83rd Governor
2916915026,Governor David Ige,GovHawaii,"The official Twitter account of Hawaii's Governor David Ige. Updated by staff. To contact our office, visit https://t.co/BMCpRNf9kG"
36396752,Idaho Governor,ButchOtter,If you are having trouble with this account please call Jon Hanian at (208) 334-2100.
4919082864,Governor Eric Holcomb,GovHolcomb,"Hoosier, Husband, Navy Veteran, Dog Dad, 51st Governor of the Great State of Indiana"
31591773,Kim Reynolds,KimReynoldsIA,"Mom, wife, grandma, conservative, and rural Iowan. Honored to serve as your Governor. #KeepIowaMoving"
1040058893907513344,Governor Laura Kelly,GovLauraKelly,"Official account of the Office of Governor Laura Kelly, 48th governor of Kansas."
364864453,Laura Kelly,LauraKellyKS,"48th Governor of Kansas, Wife, Mother, Champion for Kids."
1192549822865297409,Governor Andy Beshear,GovAndyBeshear,The official account of the 63rd Governor of the Commonwealth of Kentucky. Tweets from Andy are signed ^AB. #TeamKentucky #TogetherKy
2991360032,Andy Beshear,AndyBeshearKY,Father · Husband · Son · Governor of the Commonwealth of Kentucky · Committed to setting a positive tone and fighting for all our families.
3141213592,Governor Matt Bevin (2015-2019),GovMattBevin,"Archived Official Twitter Account for the 62nd Governor of the Commonwealth of Kentucky, Matt Bevin. For current updates, please follow: @mattbevin. #WeAreKY"
1404269089,Matt Bevin,MattBevin,"Christian, Husband, Father, Veteran"
1217037967,John Bel Edwards,JohnBelEdwards,"56th Governor of Louisiana, Veteran, Husband to Donna and Proud Papa to Samantha, Sarah Ellen, and John Miller. #PutLouisianaFirst"
166374616,John Bel Edwards,LouisianaGov,56th Governor of the State of Louisiana.
1083795319027089408,Governor Janet Mills,GovJanetMills,"The official tweets of Maine’s 75th Governor, Janet T. Mills. Tweets will be archived."
884476034506248194,Janet Mills,JanetMillsforME,"Governor-elect of Maine. As Governor, I will always fight for affordable health care, a stronger economy, and a world-class education for all Maine kids."
2987671552,Governor Larry Hogan,GovLarryHogan,"62nd Governor of the State of Maryland. Husband, Dad, and Granddad."
18023868,Charlie Baker,MassGovernor,"Official account of Governor Charlie Baker of Massachusetts.

Stay informed about #COVID19MA: visit https://t.co/w6n2kHMu41, call 2-1-1 or text COVIDMA to 888-777.

#MaskUpMA"
54990588,Charlie Baker,CharlieBakerMA,"Governor of Massachusetts, focused on building a great Commonwealth for everyone. For updates from the campaign, follow @BakerPolito"
1093619068148559872,Gretchen Whitmer,gretchenwhitmer,"Lifelong Michigander. Proud mom. Governor of Michigan. This is my personal account. For my official account, visit @GovWhitmer."
1064603540956565504,Governor Tim Walz,GovTimWalz,"Dad, husband, teacher, coach, veteran. Governor of Minnesota. Working to build #OneMinnesota.

Visit https://t.co/GaWEw6YeFY for the latest on COVID-19."
85726335,Tim Walz,Tim_Walz,Dad. Uncle. Husband. Teacher. Coach. Army National Guard. Former Member of Congress. Governor of Minnesota.  Official Twitter: @GovTimWalz
1262814457,Fmr. Rep. Tim Walz,RepTimWalz,"Teacher, Football Coach, Command Sgt. Major; Former Representative of Minnesota’s 1st Congressional District"
259341329,Tate Reeves,tatereeves,"Dad of 3 daughters, husband to @firstladyofms Elee, 65th Governor of Mississippi."
231592153,Phil Bryant,PhilBryantMS,Christian. Husband. Father. Grandfather. Conservative. Outdoorsman. 64th Governor of the great state of Mississippi.
1003672320781807616,Governor Mike Parson,GovParsonMO,Official account of the 57th Governor of the State of Missouri. #MissouriForward #Missouri
74522684,Mike Parson,mikeparson,"US Army veteran, farmer, happily married, father and gramps! Missouri's Governor. Please follow @GovParsonMO for updates from the office."
111721601,Steve Bullock,GovernorBullock,Husband. Father of three. Runner. Montana's 24th Governor.
2891165960,Gov. Pete Ricketts,GovRicketts,40th Governor of Nebraska
3124524385,Steve Sisolak,SteveSisolak,"Governor of Nevada, Dad, former businessman, former @ClarkCountyNV Commission Chair. Follow @GovSisolak for official tweets."
816282120767291392,Chris Sununu,GovChrisSununu,Official Twitter account of the Office of New Hampshire Governor Chris Sununu.
95943434,Chris Sununu,ChrisSununu,Governor of the State of New Hampshire | Dad to 3 great kids & Husband to the most understanding wife on the planet.
948946378939609089,Governor Phil Murphy,GovMurphy,56th Governor of the great State of New Jersey. Proud husband of @FirstLadyNJ and father of 4 humans and 2 dogs. Proud to lead @NJGov alongside @LtGovOliver.
3438358100,Phil Murphy,PhilMurphyNJ,"Father of four, husband to @TammyMurphyNJ, Governor of New Jersey. Chairman of @DemGovs. Ambassador to Germany under @BarackObama."
1070083706822438912,Michelle Lujan Grisham,GovMLG,"Mother, grandmother, dog owner and New Mexican. Proud to serve as the 32nd governor of New Mexico."
1061385474,MichelleLujanGrisham,RepLujanGrisham,
368472546,MichelleLujanGrisham,Michelle4NM,Grandmother and 12th-generation New Mexican. Former Congresswoman from New Mexico's 1st District. Dog's name is Kiwi. 32nd Governor of New Mexico.
232268199,Andrew Cuomo,NYGovCuomo,"Father, fisherman, motorcycle enthusiast, 56th Governor of New York"
2513761008,Andrew Cuomo,andrewcuomo,"Born and bred in Queens. Fisherman, motorcycle enthusiast, 56th Governor of New York."
813792250497028102,Governor Roy Cooper,NC_Governor,Official account of the 75th Governor of North Carolina. 📍For the latest #COVID19 information ➡️https://t.co/WKr8iwAR5i Tweets from Roy are signed - RC.
1712960918,Roy Cooper,RoyCooperNC,Father and Husband. North Carolina's 75th Governor. Carolina Hurricanes Fan.
518700708,Gov. Doug Burgum,DougBurgum,The 33rd Governor of North Dakota.
18820392,Governor Mike DeWine,GovMikeDeWine,Official Twitter account of Governor Mike DeWine's Office.  Tweets by staff.
30887511,Mike DeWine,MikeDeWine,Husband to @FranDeWine | Father of 8 | Grandfather of 26 | Governor of the State of Ohio
865210877678686208,Governor Kevin Stitt,GovStitt,Official Twitter account of Oklahoma Governor Kevin Stitt. #COVID19 Resources: https://t.co/b9F8N2ESse
3023272478,Governor Kate Brown,OregonGovBrown,Oregon's 38th Governor. Always fighting for better jobs & schools. Fierce feminist. Working to strengthen & expand voter access.
415117361,Kate Brown,KateBrownForOR,Re-elected as Oregon's governor in 2018. Always working for better jobs & schools. A voice for the voiceless. Account managed by staff {#TeamKate}
1321432124,Tom Wolf,TomWolfPA,Born and raised in Central PA. Proud husband and father. Business man and Jeep driver. Pennsylvania's Governor.
2978837542,Governor Tom Wolf,GovernorTomWolf,"Pennsylvania governor, York native, husband/dad/granddad, former business owner. Fighting for better schools, jobs, and government. 🌭=sandwich"
240778059,Gina Raimondo,GovRaimondo,Governor dedicated to moving Rhode Island forward. Smithfield native and proud mother of two. (401) 222-2080
113795716,Gina Raimondo,GinaRaimondo,"Mom, wife, daughter, Governor. Standing up so every Rhode Islander has a shot to compete."
16335288,Gov. Henry McMaster,henrymcmaster,117th Governor of South Carolina
235251868,Governor Kristi Noem,govkristinoem,South Dakotan. Wife. Mom. Honored to serve as South Dakota's Governor.
114388293,Kristi Noem,KristiNoem,"I am a wife, mother, farmer, rancher, small business owner, and South Dakotan who serves as South Dakota's Governor."
1084924525232513025,Gov. Bill Lee,GovBillLee,50th Governor of Tennessee
823248562851037185,Bill Lee,BillLeeTN,"Seventh-Generation Tennessean, Man of Faith, Husband, Father, Grandfather, Cattle Farmer, a Conservative Outsider and 50th Governor of Tennessee"
90651198,Greg Abbott,GregAbbott_TX,Texas Governor Greg Abbott's Personal Twitter Feed
19291441,Gov. Greg Abbott,GovAbbott,Official news from the Office of Texas Governor Greg Abbott. You can follow the governor's personal feed @GregAbbott_TX
60688326,Gov. Gary Herbert,GovHerbert,Proudly serving as the 17th governor of the great state of Utah.  Facebook: https://t.co/2ErGDynzXW #utpol
545107258,Governor Phil Scott,GovPhilScott,Official twitter account for Vermont Governor Phil Scott.
331036671,Ralph Northam,RalphNortham,"Virginia's 73rd governor. Husband, father, doctor, and veteran. Classic car enthusiast, defender of Virginia values."
104198706,Ralph Northam,GovernorVA,Official account for Virginia Governor Ralph Northam
1077214808,Governor Jay Inslee,GovInslee,"Governor of Washington. Tweets on innovation, jobs, education, clean energy & my grandkids. Building a WA that works for everyone."
21789463,Jay Inslee,JayInslee,"Governor of WA. On a mission to defeat climate change. Early to bed, early to rise, work like hell and organize. Let's go get ‘em: https://t.co/nfpwaFxtqz"
607332953,Governor Jim Justice,WVGovernor,36th Governor of the Great State of West Virginia.
234896532,Governor Tony Evers,GovEvers,"Husband to Kathy, lifelong educator, Euchre and bobblehead enthusiast, and 46th Governor of the State of Wisconsin."
816819836105949184,Tony Evers,Tony4WI,"Governor of Wisconsin. Former WI state schools Superintendent. Father, Educator, Euchre enthusiast, and life-long Badger."
1081334766924754944,Governor Mark Gordon,GovernorGordon,"Mark Gordon was elected Wyoming's 33rd Governor, on Nov. 6, 2018. He was sworn into office on January 7, 2019."
22266893,Mark Gordon,Mark_Gordon_WY,"I am a proud Republican, and a devoted father, husband, rancher, and businessman who loves Wyoming. Go Pokes!"
1086521832671346688,Governor Lou Leon Guerrero,louleonguerrero,Nurse. Businesswoman. Policymaker. Mother. Grandmother. 9th Governor of Guam. 🇬🇺
822185179477315584,Wanda Vázquez Garced,wandavazquezg,"Puertorriqueña, madre y abogada | Gobernadora de Puerto Rico | Cuenta personal."
80013913,Ricardo Rosselló,ricardorossello,Gobernador de Puerto Rico 2017-2019 | Former Governor of Puerto Rico.
1099290316920799233,Governor Albert Bryan Jr,govbryan,Father. Husband. Ninth Elected Governor of the U.S. Virgin Islands.
976542720,Mayor Muriel Bowser,MayorBowser,"Official account of the Mayor of Washington, DC. Together, we're working to give every Washingtonian a #FairShot. Tweets from Mayor Bowser signed MMB."
245571881,Muriel Bowser,MurielBowser,I’m the Mayor of my hometown & soon to be the 51st State: Washington DC. A #fairshot for every single D.C. resident. Period. #pathwaytothemiddleclass
25073877,Donald J. Trump,realDonaldTrump,45th President of the United States of America🇺🇸
822215679726100480,President Trump,POTUS,"45th President of the United States of America, @realDonaldTrump. Tweets archived: https://t.co/eVVzoBb3Zr"
15985455,Governor Mike Pence,GovPenceIN,This is an archive of former Indiana Governor Mike Pence's account.
22203756,Mike Pence,Mike_Pence,Vice President of the United States
818910970567344128,Vice President Mike Pence,VP,"Vice President Mike Pence. Husband, father, & honored to serve as the 48th Vice President of the United States. Tweets may be archived: https://t.co/eVVzoBb3Zr"
1339835893,Hillary Clinton,HillaryClinton,"2016 Democratic Nominee, SecState, Senator, hair icon. Mom, Wife, Grandma x3, lawyer, advocate, fan of walks in the woods & standing up for our democracy."
172858784,Tim Kaine,timkaine,"Anne Holton’s husband, Dad of 3, Stone Irish, public servant, musician, civil rights lawyer, backpacker."
813286,Barack Obama,BarackObama,"Dad, husband, President, citizen."
939091,Joe Biden,JoeBiden,"President-elect, husband to @DrBiden, proud father & grandfather. Ready to build back better for all Americans."
50055701,Mitt Romney,MittRomney,"Husband, Father, Grandfather, Former Governor, U.S. Senator (R-UT). Follow @SenatorRomney for official updates."
18916432,Paul Ryan,SpeakerRyan,"Office of the 54th Speaker of the House, Paul Ryan."
733751245,Paul Ryan,PRyan,Husband; Proud father of 3; Wisconsinite; Go Pack Go!
19394188,John McCain,SenJohnMcCain,"Memorial account for U.S. Senator John McCain, 1936-2018. To support the causes to which Senator McCain dedicated his life & service, follow @McCainInstitute."
65493023,Sarah Palin,SarahPalinUSA,Former Governor of Alaska and GOP Vice Presidential Nominee. Tweets by Sarah Palin signed - SP
475988505,George Bush,GeorgeHWBush,A tribute site to the 41st President of the United States of America. Learn more at @BushFdn.
1330457336,Bill Clinton,BillClinton,"Father, grandfather, 42nd President of the United States, Founder, Clinton Foundation. Follow @ClintonFdn for more on our work around the world."
17220934,Al Gore,algore,
15007149,John Kerry,JohnKerry,"Teresa's husband, 28 years representing Massachusetts in @USSenate, 68th U.S. Secretary of @StateDept and now proudly partnering with @Yale & @CarnegieEndow."
3342812001,Senator Bob Dole,SenatorDole,"Official account of former Kansas Senator, Bob Dole."
84129740,Joe Lieberman,JoeLieberman,Former United States Senator (I-CT)
14377605,The Democrats,TheDemocrats,"The official Twitter account of the Democratic National Committee, led by Chair @TomPerez. Join our team to get the latest info on Democratic news and issues."
722793491059769344,Democratic Party,DNC,We’re working around the clock to elect Democrats across the country. Looking for the official voice of the DNC? Follow us here: @TheDemocrats
43963249,House Democrats,HouseDemocrats,Democratic Caucus of the United States House of Representatives. Chairman: @RepJeffries; Vice Chair: @RepKClark. #ForThePeople
73238146,Senate Democrats,SenateDems,News from leadership staff of Senate Democrats.
14466538,Senate Democrats,dscc,The only committee solely dedicated to electing a Democratic Senate.
14676022,DCCC,dccc,DCCC • Committed to electing Democrats to the U.S. House of Representatives
19824430,College Democrats (Text CDA to 43367),CollegeDems,College Democrats of America | The official student arm of @TheDemocrats | Text CDA to 43367 to join us!
5990782,Young Democrats of America,youngdems,The official account for the Young Democrats of America. Led by President @JHarrisTill. Paid for and authorized by the Young Democrats of America.
11134252,GOP,GOP,Text TWITTER to 80810 to receive exclusive updates from the Republican National Committee!
15207668,House Republicans,HouseGOP,We are the Republican Conference in the United States House of Representatives 🇺🇸
14344823,Senate Republicans,SenateGOP,News and updates from Senate Republicans and their staff. Chairman @SenJohnBarrasso.
5693842,The Senate Majority,NRSC,"National Republican Senatorial Committee (NRSC) • Dedicated to holding the Republican Senate Majority • #HoldTheLine • Text ""USA"" to 55404"
5496932,NRCC,NRCC,The NRCC is dedicated to defeating the socialist Democrats and taking back the House.
7039122,College Republicans,CRNC,America's voice for young conservatives.
18592146,Young Republican National Federation,yrnf,Making America Great Again. Are you 18-40 years old and want to make an impact in 2020? Join us #YRsWin #YRsRun #LeadRight National Chairman @Rick_Loughery
988573326376427520,Secretary Pompeo,SecPompeo,"70th U.S. Secretary of @StateDept, working alongside the world’s finest diplomatic corps. Husband, father, Army veteran, and proud Kansan."
799764016885329921,Steven Mnuchin,stevenmnuchin1,"77th Secretary of the Treasury | Information, policies and notices at: https://t.co/vHM9nGinuJ"
2480087918,Archive: Acting SecDef Pat Shanahan,ActingSecDef,"Archived account of the 33rd Deputy Secretary of Defense, appointed July 19, 2017. Acting Secretary of Defense January 1 - June 23, 2019."
6672532,Matt Whitaker 🇺🇸,MattWhitaker46,Fmr Acting Attorney General; Fmr U.S. Attorney SDIA; Hawkeye TE #46 (1988-92);  Axiom Strategies and Clout Public Affairs; Author-Above the Law
821456935421693952,Secretary David Bernhardt,SecBernhardt,"Proudly serving @POTUS as the 53rd Secretary of the @Interior. Rifle, Colorado, native. Proud husband and dad."
842072478834909184,Sec. Sonny Perdue,SecretarySonny,"31st Secretary @USDA. Husband, Father of 4, Big Buddy to 14 grandchildren. #Farmer, #Veteran, #Veterinarian, former two-term Gov. of GA."
809836066316451840,Wilbur Ross,WilburRoss,"Investor, banker and art collector. Dedicated to creating and saving American jobs. Nominated by @realDonaldTrump for Secretary of Commerce."
836305915452272641,Sec. Wilbur Ross,SecretaryRoss,Official Twitter for the 39th U.S. Secretary of @CommerceGov Wilbur Ross.
819980276570976256,Secretary Acosta,SecretaryAcosta,"The archived posts of Alexander Acosta, 27th Secretary of Labor, from April 27, 2017 to July 19, 2019. This is an inactive account."
956283913835614208,Secretary Alex Azar,SecAzar,Alex Azar is the 24th Secretary of the U.S. Department of Health & Human Services (@HHSgov). Privacy policy: https://t.co/zEIuizSSBB
828613457020870657,Ben Carson,SecretaryCarson,Detroit native. Husband. Father. Grandfather. Retired neurosurgeon. 17th Secretary of @HUDgov.
1180379185,Ben & Candy Carson,RealBenCarson,The Official Twitter Page of Dr. Ben & Candy Carson. Connect on Facebook: https://t.co/eRNZLefKwo
826065858548133888,Sec. Elaine Chao,SecElaineChao,Elaine Chao is the 18th U.S. Secretary of Transportation.
105267762,Elaine Chao,ElaineChao,Elaine L. Chao is the 18th U.S. Secretary of Transportation. You can follow the official account @SecElaineChao.
830128820447539208,Rick Perry,SecretaryPerry,Former Secretary of @Energy and former Governor of Texas. This account is archived and no longer active.
18906561,Rick Perry,GovernorPerry,Personal Twitter feed of Texas' 47th Governor
828997388920619008,Secretary Betsy DeVos,BetsyDeVosED,"11th U.S. Secretary of Education. Proud mother, grandmother and wife. Lifelong advocate for children and better schools."
599530439,Betsy DeVos,BetsyDeVos,"Passionate about quality education for children and an advocate of school choice. Tweets from Betsy are signed ""-Betsy."""
1024390184090181633,Secretary Robert Wilkie,SecWilkie,Robert Wilkie is the 10th Secretary for the Department of Veterans Affairs. Following a Twitter user does not signify endorsement.
935148134505828353,Secretary Kirstjen M. Nielsen,SecNielsen,"Archived account of Secretary Kirstjen Nielsen, the Sixth Secretary of @DHSgov"
888031054141022209,Mick Mulvaney,MickMulvaneyOMB,"Director of Office of Management and Budget, @OMBPress"
862405301693296640,USTR,USTradeRep,This is the official Twitter page of the Office of the U.S. Trade Representative. Tweets may be archived. Tweets from USTR Robert Lighthizer signed -ARL
212262370,Senator Dan Coats,SenDanCoats,Former U.S. Senator of Indiana
832672006113931269,EPA Administrator Andrew Wheeler,EPAAWheeler,Administrator of the U.S. Environmental Protection Agency.
819992522109894658,Linda McMahon,SBALinda,"This account has been archived. Linda McMahon served as the 25th Administrator of @SBAgov, advocating for America's small businesses and entrepreneurs."
65522706,Linda McMahon,Linda_McMahon,Chair America First Action SuperPAC | Chair America First Policies | Former SBA Administrator
21111098,Richard Shelby,SenShelby,The official Twitter page for U.S. Senator Richard Shelby (R-Ala.) https://t.co/YqOy54UpSf
239548513,Doug Jones,DougJones,Louise's husband. Father of three. Granddad of two. U.S. Senator for Alabama. Dog person. Avid hunter and fisherman. Author of ”Bending Toward Justice.”
941080085121175552,Senator Doug Jones,SenDougJones,Latest news from the Office of U.S. Senator Doug Jones. Account managed by staff.
18061669,Sen. Lisa Murkowski,lisamurkowski,Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.
151247615,Lisa Murkowski,LisaForSenate,Fighting for Alaska. Always.
2891210047,Sen. Dan Sullivan,SenDanSullivan,Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.
1080844782,Kyrsten Sinema,SenatorSinema,"Official Twitter feed of U.S. Senator Kyrsten Sinema, serving Arizona."
20747881,Kyrsten Sinema,kyrstensinema,"US Senator for Arizona. Also: teaching @ASU, ultramarathoner, Boston qualifier, and IRONMAN."
2964949642,Martha McSally,SenMcSallyAZ,First female fighter pilot to fly in combat. Veteran. Dog mom to Boomer. Proudly representing the people of Arizona in the U.S. Senate.
482450423,Martha McSally for U.S. Senate,MarthaMcSally,Campaign of Martha McSally for #AZSEN — ret. Colonel & 1st @usairforce woman to fly in combat. Currently represents Arizona in the United States Senate.
5558312,Senator John Boozman,JohnBoozman,"United States Senator for Arkansas serving on the Agriculture, Appropriations, EPW and Veterans’ Affairs committees. #ServingAR #ARinDC | Contact: 202-224-4843"
111671288,John Boozman,Boozman4AR,"Optometrist. Husband, Dad & Grandfather. @RazorbackFB alum. 5th-Generation Arkansan. Official Twitter account for my campaign to represent AR in the US Senate."
968650362,Tom Cotton,SenTomCotton,U.S. Senator proudly serving the state of Arkansas.
343041182,Tom Cotton,TomCottonAR,"U.S. Senator for Arkansas. For official updates, see @SenTomCotton. RLTW."
476256944,Senator Dianne Feinstein,SenFeinstein,United States Senator from California. On Facebook at: https://t.co/RVLkJPLS9Y
378631423,Dianne Feinstein,DianneFeinstein,California Values
803694179079458816,Kamala Harris,SenKamalaHarris,United States Senator for California
30354991,Kamala Harris,KamalaHarris,"Vice President-Elect of the United States. Senator, Wife, Momala, Auntie. Fighting for the people. She/her."
224285242,Michael Bennet,SenatorBennet,U.S. Senator for Colorado
45645232,Michael Bennet,MichaelBennet,"Fighting for the next generation. Current Senator, former school superintendent. Two N’s, one T."
235217558,Cory Gardner,SenCoryGardner,Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.
20879626,Cory Gardner,CoryGardner,Senator (R-CO). 5th generation Coloradan. Fighting for a strong economy and opportunity for all.
278124059,Richard Blumenthal,SenBlumenthal,"Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut."
150078976,Chris Murphy,ChrisMurphyCT,U.S. Senator from Connecticut.
249787913,Senator Tom Carper,SenatorCarper,"Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and ranking member @EPWDems"
381577682,Tom Carper,TomCarperforDE,"U.S. Senator for Delaware. Father, husband and proud veteran of the U.S. Navy. Detroit @tigers fan."
15324851,Senator Chris Coons,ChrisCoons,"Father, husband, U.S. Senator from Delaware"
435500714,Office of Sen. Coons,SenCoonsOffice,"News releases, blog posts, new videos, transcripts and other resources from the office of U.S. Senator @ChrisCoons of Delaware."
131546062,Rick Scott,SenRickScott,"Senator from the great state of Florida. Fighting for Florida families and to Make Washington Work. #LetsGetToWork
https://t.co/t2TJJ5tras"
306389855,Rick Scott,ScottforFlorida,"Senator from Florida, Grandpa, Father, Husband, 45th Governor of Florida, Navy Vet, Businessman. #LetsGetToWork"
15745368,Marco Rubio,marcorubio,"Banned in & sanctioned by China,Follower of Christ,Husband,Father, Proud AMERICAN, US Senator for Florida, #GatorNation & #FinsUp.Official tweets @SenRubioPress"
78403308,Johnny Isakson,SenatorIsakson,"Account for former United States Senator Johnny Isakson, R-Georgia: 2005-2019
U.S. House: 1999-2004

Keep comments family friendly."
253252536,Johnny Isakson,JohnnyIsakson,U.S. Senator Johnny Isakson is a businessman who has built a respected record of public service to the state of Georgia.
2863210809,David Perdue,sendavidperdue,Official Twitter account for U.S. Senator David Perdue of Georgia.
1397501864,David Perdue,Perduesenate,Conservative #outsider working to change Washington
1262099252,Senator Brian Schatz,SenBrianSchatz,"Tweets from the Office of U.S. Senator Brian Schatz, representing the great state of Hawaii."
47747074,Brian Schatz,brianschatz,United States Senator from Hawaii. Dad. Climate Hawk. Appropriator. Chief Deputy Whip.
92186819,Senator Mazie Hirono,maziehirono,U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii
169198625,Mazie Hirono,mazieforhawaii,"U.S. Senator for Hawaii, focused on getting our families back to work and building a sustainable future for Hawaii."
600463589,Senator Mike Crapo,MikeCrapo,United States Senator for the great state of Idaho.
413160266,Mike Crapo,crapoforsenate,"Campaign account for an unwavering commonsense conservative who fights for lower taxes, limited government and reduced federal spending. #CrapoForSenate"
1096059529,Jim Risch,SenatorRisch,U.S. Senator for Idaho
247334603,Senator Dick Durbin,SenatorDurbin,Serving the people of Illinois. Democratic Whip.
308794407,Dick Durbin,DickDurbin,U.S. Senator for Illinois
1058520120,Tammy Duckworth,SenDuckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit"
328679423,Tammy Duckworth,TammyforIL,Official Twitter feed of Tammy Duckworth's campaign to represent Illinois in the U.S. Senate.
1080870981877534720,Senator Mike Braun,SenatorBraun,Main Street businessman & Hoosier U.S. Senator for Indiana
1861019372,Mike Braun,braun4indiana,"Mike Braun, a lifelong resident of Jasper, Indiana, is a conservative businessman and U.S. Senator from Indiana. #IBackBraun Official: @SenatorBraun"
234128524,Senator Todd Young,SenToddYoung,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.
59969802,Todd Young,ToddYoungIN,"US Senator for Indiana. A proud husband, father, Naval Academy graduate, and Marine unafraid to stand on principle."
10615232,ChuckGrassley,ChuckGrassley,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information."
2856787757,Joni Ernst,SenJoniErnst,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.
1383059977,Joni Ernst,joniernst,Mother. Soldier. Leader. Proudly serving Iowa in the United States Senate.
75364211,Senator Pat Roberts,SenPatRoberts,Senior Senator from Kansas. Chairman of @SenateAgGOP.
586730005,Pat Roberts,PatRoberts,"Senator Pat Roberts is a tough, tested, and trusted conservative. Account is managed by staff of Pat Roberts for Senate. Paid for by Pat Roberts for  US Senate."
18632666,Senator Jerry Moran,JerryMoran,Official account of U.S. Senator Jerry Moran. Honored to represent Kansans in the U.S. Senate.
339822881,Senator McConnell Press,McConnellPress,The #Kentucky press office for U.S. Senate Majority Leader Mitch McConnell @senatemajldr. For more information please visit his website:
1249982359,Leader McConnell,senatemajldr,"U.S. Senate Majority Leader Mitch McConnell
Follow @McConnellPress & @SRCC"
39834947,Rand Paul,DrRandPaul,"I fight for the Constitution, individual liberty and the freedoms that make this country great."
216881337,Senator Rand Paul,RandPaul,"U.S. Senator for Kentucky | I fight for the Constitution, individual liberty and the freedoms that make this country great."
55677432,"Bill Cassidy, M.D.",BillCassidy,Gastroenterologist currently serving the people of Louisiana in the U.S. Senate
816683274076614656,John Kennedy,SenJohnKennedy,The official Twitter page for U.S. Senator John N. Kennedy (R-La.) https://t.co/4ceoNzx1Ck
19726613,Sen. Susan Collins,SenatorCollins,"United States Senator from Maine. 
All tweets originate from the Press Office of Senator Susan Collins."
1068481578,Senator Angus King,SenAngusKing,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.
109071031,Senator Ben Cardin,SenatorCardin,"U.S. Senator for Maryland. #SaveTheBay. Small Business, Foreign Relations, Enviro, Finance committees. https://t.co/Rwn7M4xbXO"
278094476,Ben Cardin,BenCardinforMD,Working hard for Maryland and asking you to please wear a mask.                                                             By Auth. Ben Cardin For Senate
18137749,Senator Chris Van Hollen,ChrisVanHollen,U.S. Senator for Maryland
3067974778,Chris Van Hollen,VanHollenForMD,Proud Marylander serving the people of this state for 25 years. Progressive fighter committed to getting results.
970207298,Elizabeth Warren,SenWarren,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account."
357606935,Elizabeth Warren,ewarren,"U.S. Senator, former teacher. Wife, mom (Amelia, Alex, Bailey, @CFPB), grandmother, and Okie. She/her. Official campaign account."
